p0x,p0y,p0z,p1x,p1y,p1z,p2x,p2y,p2z,p3x,p3y,p3z
79.0535689575383,75.873324569923,506.137534744983,26.2282793846452,85.5786041281269,474.712872784876,18.649584647635,139.820720572527,471.836646112249,67.0915905522434,155.206482583803,498.486358535671
73.3311579862887,69.7684283863652,501.892971340334,22.7431674794931,88.2967631898343,473.128776327665,22.7643836296017,143.954660187916,472.77852050717,72.5087154960872,151.145806697608,501.002949938658
66.1568825953086,64.4096809620774,497.089828169733,18.555925094512,93.0558833772189,471.151809833181,77.5051495789492,144.659907426479,505.169278412951,27.7511105709849,147.933765442411,475.904634716713
57.7510442114964,59.8834170165599,492.620292695606,16.4715095375711,98.4196368942553,469.19645688683,81.4437467911296,136.924561192651,507.156844461247,33.4639585919942,150.85620698034,479.237208839855
50.194335221784,58.2090286102766,488.189366815627,14.4348269019922,103.93613584854,468.178916061512,84.3074055649187,129.108367893833,507.000626687685,38.5287179947169,152.326982643212,482.201499907524
40.6570608119737,58.3617712939976,483.690965685451,13.0451482654713,110.134473373853,467.455029933975,86.0321322174738,120.292354717348,508.41133664572,45.0811169269101,152.38954473434,485.637699758446
32.5783494465845,59.3617452935471,477.636340349762,86.0251805014057,112.010635078281,508.476452572603,13.0420312132701,116.748796775251,467.411593852737,50.3865749245282,151.587400876157,489.414242589304
24.1217544513033,62.367283940479,473.921521513889,84.6793565041144,103.55032781449,509.150679282769,13.7688777216871,122.727979958048,467.73744768858,55.6224569512561,149.416308176941,492.153887504855
17.1360325692369,66.6472519336968,469.713469607951,82.837635194587,95.6689746681088,506.928844703021,15.1508380324686,128.232053024162,469.307180821578,60.9395196679532,146.856803552603,494.835674454307
10.246200873074,72.9275165546005,465.345086445623,79.4743625399334,88.1988252153062,504.301547342446,17.9094773209344,133.949300957545,470.590849850143,65.6502396034275,142.707863284627,498.163372954601
61.323956963908,68.0963097221585,411.275193809533,6.06762194668151,99.5123903707811,585.669759090779,60.6083905390708,122.844922119639,434.766738549824,24.8100250496346,159.342851031612,553.100211337792
68.6633446537882,75.7513412744882,499.58562881588,-0.45406120669422,88.4949109840479,459.616481562863,72.6388851330343,132.394821637377,502.103173383886,25.6136673235715,143.278567081749,474.991182726621
63.1846298320159,71.1996361346298,496.123877754579,-3.09452420964943,97.3471979367228,458.101658755692,74.9288571891424,126.999328808611,502.782760395479,29.9000247013296,146.154337506668,477.766147769065
56.1500908527755,67.9551491991767,491.104508011028,-5.7270587063018,107.05225269405,457.510579896486,75.8331940386925,120.016350512239,504.002429056546,34.9038742557194,148.678789184001,480.760293266674
48.736724954268,66.0114080769394,487.607528070886,76.4544896990573,113.353559879185,503.306881560607,-5.69341368665686,116.870261783742,456.523839719233,40.663113696685,149.557827540311,483.055112593651
41.3022547071818,66.0525916314922,482.969627527644,75.7099867416905,106.897404152636,503.161156359414,-4.37024749683803,126.962935276353,457.217358854367,45.8649539763446,149.592710158665,485.959575359199
26.9208717009952,69.7933894554847,475.122093807446,71.6438378658181,94.3861153290412,500.296620522819,47.7704070740256,127.603418110412,421.521209317562,2.51340615411746,171.839951827287,552.466093403661
19.9118748171512,73.7203705259564,470.984210478715,67.7738361731817,88.5100074888521,498.304367718305,60.9075134382041,143.645695600394,494.843360317383,8.29977778718148,153.420210135075,463.872781119697
15.0413420338259,79.0199498993716,467.691880575142,63.9224875897443,84.7850354436001,496.248612130935,64.8454136210123,140.556759180223,497.923663868369,13.0908261646885,159.405704842118,469.040156048413
58.5956343276033,81.4086736826545,493.653847836176,10.255059788159,84.6297079027582,464.348614935428,68.6020792358243,135.190673147159,499.090442808069,21.4633636392511,165.505500821816,472.979899051035
53.3285317827022,78.3878842934667,490.983149338246,6.20418011388155,92.0888204659917,462.218359647629,71.0092045638768,130.035944637159,500.747683000173,29.228469985317,168.966021242993,477.33028572984
48.0898961853117,77.135113631578,488.208960997809,3.56935109479632,100.480753036055,461.722609533719,73.2643869771486,124.292550463974,501.426804274904,37.1502386516517,171.324622192045,481.529138302115
42.7346303323051,77.0257905468525,483.445316336096,2.19967582566148,108.154029497467,459.999460032196,74.1888805229434,118.394065242142,502.652800431391,46.5411007821244,171.501196239569,486.043440189783
36.9191703836778,76.8068410023346,480.233052374942,74.1472713072509,111.93191294046,502.682704337835,1.54829507831325,116.967820827612,460.538527046637,54.8980966963566,170.022643670915,491.758651006852
31.8652554761594,79.0368148425918,477.201139684854,73.4268632539475,106.550625029521,502.535239582374,2.2701111750707,125.004409401893,460.886048475654,62.4854343821865,167.427197367531,496.071212396143
26.940149463191,81.7432932866863,475.055075403437,71.7925620260686,101.359893049454,501.203255983949,4.26623734344553,132.386901364087,461.903478466014,69.511572534139,163.327970302648,500.057474027299
21.9822276323989,86.3584379965783,471.861257433969,69.4152948387175,94.7499640150043,499.658097725945,8.32139126193634,141.202275682436,464.895937294952,77.2707900382511,156.618345376802,504.072193307553
